record_id,timestamp,charge_point_id,user_id,session_token,session_start_ip,current_request_ip,ip_change_count,concurrent_sessions,session_duration_seconds,device_type,user_agent,failed_auth_attempts,geo_location_match,token_age_seconds,is_token_expired,session_fixation_detected,cookie_secure_flag,same_device_fingerprint,request_frequency_per_minute,anomaly_type,label
488,2025-07-28 14:47:14,CP-0027,USER-00133,3c0b180e925f5c4e54dccac1f71d71bb,172.16.0.253,172.16.0.253,0,1,884,api_client,ChargingStation-Monitor/2.0,0,1,596,0,0,1,1,1.8451877339611182,none,0
489,2025-09-24 01:34:14,CP-0040,USER-00081,d310ca35a5eca7fb4ab4cbcb2d30edb1,172.16.0.145,192.168.1.84,5,1,7,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,1960,0,0,1,1,3.821631227149674,ip_mismatch,1
490,2025-04-14 06:04:42,CP-0030,USER-00188,496ed84c27b5ad6de0dc203f2806eb1c,172.16.0.63,172.16.0.63,0,2,2267,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,3264,0,0,1,1,0.5499888870894836,none,0
491,2025-09-28 06:20:16,CP-0045,USER-00089,e76651b34ab330643ec80f5ba6cefccf,192.168.1.30,192.168.1.30,0,2,6645,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2532,0,0,1,1,2.2166647797369867,none,0
492,2025-09-04 15:00:12,CP-0021,USER-00093,8b905613e1f236ada41a13f75b8102c5,192.168.1.57,192.168.1.57,0,1,1993,iot_device,EVCharge-App/3.2.1 (iOS),0,1,3570,0,0,1,1,1.0833574382640139,none,0
493,2025-07-24 06:59:59,CP-0028,USER-00035,20612ab8111ee4b2adafbedc65db88f2,172.16.0.202,172.16.0.202,0,1,3934,api_client,EVCharge-App/3.2.1 (iOS),1,1,3548,0,0,1,1,2.0561342849772055,none,0
494,2025-07-07 14:45:43,CP-0034,USER-00188,0ea71ed501ac67d75af74271934b7fb9,10.0.0.21,10.0.0.21,0,2,2588,web_browser,EVCharge-App/3.2.1 (iOS),1,1,1286,0,0,1,1,1.393825643293384,none,0
495,2025-06-09 02:49:24,CP-0048,USER-00088,7e66656b63dc8d1a4be2c3abdd73dca8,192.168.1.122,192.168.1.122,0,1,533581,api_client,ChargingStation-Monitor/2.0,3,1,246124,1,0,1,1,3.3067690747271805,session_replay,1
496,2025-05-07 12:47:56,CP-0005,USER-00113,b8bc772d68b511027500ad2f3342231b,10.0.0.14,10.0.0.14,0,1,2991,mobile_app,EVCharge-App/3.2.1 (iOS),1,1,802,0,0,1,1,0.7157769127267027,none,0
497,2025-02-10 07:33:56,CP-0004,USER-00074,944d38d936dce940522e07f18232f63e,192.168.1.82,192.168.1.82,0,2,5385,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,2844,0,0,1,1,3.9221995000232543,none,0
498,2025-06-18 21:25:41,CP-0013,USER-00096,8dccb491245a590a76caa406e10aadd4,10.0.0.218,91.121.84.121,3,1,399064,iot_device,EVCharge-App/3.2.1 (Android),0,0,285,0,0,1,1,0.5966929281526113,geo_location_anomaly,1
499,2025-07-05 20:09:36,CP-0016,USER-00162,183e81b7095b49f97d30fa0f70dd2932,10.0.0.64,10.0.0.64,0,2,4489,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2759,0,0,1,1,2.295561658240919,none,0
500,2025-10-20 02:52:38,CP-0039,USER-00024,e41d990bea8d291e497c71491587e220,192.168.1.58,192.168.1.58,0,1,138304,mobile_app,ChargingStation-Monitor/2.0,3,1,554224,1,0,1,1,3.0387697861382095,session_replay,1
501,2025-07-24 17:07:53,CP-0025,USER-00070,0494f7a255324b59e32b5c4ccfb605df,10.0.0.99,10.0.0.99,0,2,6894,web_browser,OCPP-Client/1.6.0,1,1,2892,0,0,1,1,3.3233535131789855,none,0
502,2025-02-20 14:42:07,CP-0035,USER-00064,a9c0481c27a7d6cfa7ec221848d15776,10.0.0.56,10.0.0.56,0,2,1772,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,184,0,0,1,1,4.587047400681062,none,0
503,2025-10-25 20:44:41,CP-0012,USER-00048,906888010df770483cba132a2b8683d4,172.16.0.197,172.16.0.197,0,1,3143,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,3320,0,0,1,1,2.8231833429019955,none,0
504,2025-06-18 13:06:11,CP-0009,USER-00161,d78af10678f7bf55ddca1b5730993bfa,172.16.0.168,172.16.0.168,0,2,784,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1677,0,0,1,1,0.8544873472805286,none,0
505,2025-01-22 19:41:12,CP-0002,USER-00083,9c9a330ecb1f5121d9a0161f3f89c765,192.168.1.75,192.168.1.75,0,1,3591,web_browser,EVCharge-App/3.2.1 (Android),0,1,175,0,0,1,1,1.6263715400784717,none,0
506,2025-09-24 06:01:59,CP-0003,USER-00179,2997e4cd2f00138f1e6d614f94405921,10.0.0.52,10.0.0.52,0,1,331552,iot_device,EVCharge-App/3.2.1 (iOS),0,1,10798,0,1,1,1,4.6879281808530795,session_fixation,1
507,2025-05-31 04:40:18,CP-0001,USER-00099,6026198368bd6fa5eb332b618e605ae1,10.0.0.245,10.0.0.245,0,1,5590,iot_device,ChargingStation-Monitor/2.0,1,1,222,0,0,1,1,3.020756218768947,none,0
508,2025-03-14 14:16:49,CP-0001,USER-00167,edc2fbc7febb8491ca0c5a3a4c17865f,172.16.0.99,91.121.84.231,8,1,5,web_browser,OCPP-Client/1.6.0,0,0,1970,0,0,1,1,4.983694511317496,ip_mismatch,1
509,2025-01-06 06:29:49,CP-0008,USER-00173,60797650abbe55f53ee184ddc8beb899,10.0.0.164,10.0.0.164,0,2,4753,api_client,OCPP-Client/1.6.0,0,1,342,0,0,1,1,3.0752682806821725,none,0
510,2025-05-08 19:42:54,CP-0041,USER-00144,6935ae0fd2df75c41df3130cbfa081ed,192.168.1.63,192.168.1.63,0,1,5359,iot_device,ChargingStation-Monitor/2.0,1,1,736,0,0,1,1,2.1161539512652316,none,0
511,2025-06-14 06:37:43,CP-0001,USER-00087,2e35b8d9018ca40250da38e636ff88c0,192.168.1.42,192.168.1.42,0,1,281718,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,0,301,0,0,1,0,1.6690389803680679,cross_device_theft,1
512,2025-01-26 20:45:28,CP-0001,USER-00073,cd4565e75fbc7c893eb01c7e9207de83,172.16.0.155,172.16.0.155,0,2,5207,ocpp_client,ChargingStation-Monitor/2.0,1,1,479,0,0,1,1,4.355019059888743,none,0
513,2025-09-18 07:23:49,CP-0012,USER-00060,4dc36ff6b851aa86b49d4a83816c6651,10.0.0.105,10.0.0.105,0,2,4963,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2044,0,0,1,1,3.666211002153918,none,0
514,2025-07-21 12:27:48,CP-0042,USER-00015,2997e4cd2f00138f1e6d614f94405921,172.16.0.109,172.16.0.109,0,1,321255,ocpp_client,OCPP-Client/1.6.0,0,1,14506,0,1,1,1,0.9091785053789219,session_fixation,1
515,2025-01-10 18:03:53,CP-0017,USER-00049,c0a52778c2da65a12e1ef24698712b40,192.168.1.163,91.121.84.147,0,1,482536,ocpp_client,Unknown-Browser/1.0,0,1,758,0,0,0,0,3.775707538241912,cookie_hijacking,1
516,2025-09-04 02:37:25,CP-0027,USER-00168,2f241c8d36f1ab745797b534cf4a28b4,10.0.0.242,10.0.0.242,0,1,1609,iot_device,ChargingStation-Monitor/2.0,0,1,640,0,0,1,1,2.2245514577980927,none,0
517,2025-04-18 02:47:10,CP-0035,USER-00095,4918f69151c335634b0fbbd6ef8a2ff6,172.16.0.238,172.16.0.238,0,2,5227,api_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,1686,0,0,1,1,1.7680971212020893,none,0
518,2025-08-20 02:51:33,CP-0047,USER-00033,a7553d8cdd7bd2f41671bb9ddc2579de,172.16.0.127,185.220.100.172,10,1,1,api_client,OCPP-Client/1.6.0,0,0,3493,0,0,1,1,1.9031601370023987,ip_mismatch,1
519,2025-09-17 01:45:25,CP-0007,USER-00177,87bc639d2e26ba90dd7c54b5138a1fd2,172.16.0.126,172.16.0.126,0,1,6649,ocpp_client,OCPP-Client/1.6.0,1,1,1363,0,0,1,1,0.5422154938106967,none,0
520,2025-03-10 18:33:21,CP-0036,USER-00192,ce8380369ca5b77dfe4eaf6045c8d018,192.168.1.226,192.168.1.226,0,1,633,ocpp_client,OCPP-Client/1.6.0,1,1,2548,0,0,1,1,3.184155187705942,none,0
521,2025-10-02 09:26:15,CP-0039,USER-00090,8f42f7990285a69f38d52e564b6b3f8d,192.168.1.170,192.168.1.170,0,1,2336,web_browser,ChargingStation-Monitor/2.0,1,1,1470,0,0,1,1,1.8741176538007505,none,0
522,2025-10-30 07:35:00,CP-0038,USER-00187,01a49fe6748ce065f6d42b5f3b2696dd,192.168.1.29,192.168.1.29,0,1,802,iot_device,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,2306,0,0,1,1,3.492759793569838,none,0
523,2025-04-24 00:06:13,CP-0034,USER-00065,8379b631cd114f741d3a6a9bd6be63ff,172.16.0.96,172.16.0.96,0,2,4004,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,2570,0,0,1,1,4.480778676849588,none,0
524,2025-07-30 13:35:03,CP-0041,USER-00032,43a87b49205652c5a6c67e0151f728e2,192.168.1.36,192.168.1.36,0,1,3638,api_client,EVCharge-App/3.2.1 (iOS),0,1,1563,0,0,1,1,2.857543450359297,none,0
525,2025-05-10 11:54:59,CP-0016,USER-00055,0168f857df1ac3fbbb891dbb1748feb9,192.168.1.151,192.168.1.151,0,2,1830,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,303,0,0,1,1,4.019724589798733,none,0
526,2025-04-03 22:00:39,CP-0046,USER-00120,2997e4cd2f00138f1e6d614f94405921,172.16.0.172,172.16.0.172,0,1,1,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,68747,0,1,1,1,2.2072721296560474,session_fixation,1
527,2025-06-19 14:41:24,CP-0048,USER-00112,d3b173d9bcbaf7404f62bfbba78005e5,192.168.1.223,192.168.1.223,0,2,5595,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1159,0,0,1,1,0.9996624093757569,none,0
528,2025-09-17 23:48:20,CP-0022,USER-00079,d9d3bf068cd33c44ccf78617f584481c,10.0.0.26,10.0.0.26,0,2,4001,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,2618,0,0,1,1,3.4973410629864334,none,0
529,2025-12-07 11:01:23,CP-0047,USER-00149,d77a79167c3b3e1cb9271b6c3d8a88f5,172.16.0.36,172.16.0.36,0,47,434208,iot_device,ChargingStation-Monitor/2.0,0,1,132,0,0,1,1,31.615381197131697,concurrent_sessions,1
530,2025-12-19 00:12:47,CP-0022,USER-00059,e9629d9dca906800c728f88e8f946a9e,192.168.1.233,192.168.1.233,0,2,3504,api_client,OCPP-Client/1.6.0,1,1,422,0,0,1,1,3.4249988545921903,none,0
531,2025-01-28 00:31:51,CP-0014,USER-00157,d796db74b020b5aef1e8d04fb07d15cf,10.0.0.2,10.0.0.2,0,11,10,web_browser,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,2682,0,0,1,1,42.57442786958155,concurrent_sessions,1
532,2025-12-16 10:48:31,CP-0033,USER-00081,36c02793dcefdb0f0d007619cee295d7,192.168.1.99,192.168.1.99,0,1,443665,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,1270,0,0,1,0,4.544446760105101,cross_device_theft,1
533,2025-11-01 09:23:26,CP-0045,USER-00150,1d068d223cb2db6eea1ba70482bcc29b,10.0.0.137,10.0.0.137,0,1,4629,api_client,EVCharge-App/3.2.1 (Android),0,1,644,0,0,1,1,0.8087652310995215,none,0
534,2025-03-18 02:42:13,CP-0002,USER-00061,0a9d26e67ca9c85d1af734fea6b629af,172.16.0.232,172.16.0.232,0,2,4353,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,448,0,0,1,1,3.262871450759302,none,0
535,2025-08-18 03:07:14,CP-0016,USER-00170,77c8d5691e6398e9515e75243a039299,192.168.1.83,192.168.1.83,0,2,1876,mobile_app,EVCharge-App/3.2.1 (Android),1,1,2360,0,0,1,1,4.8712618370974585,none,0
536,2025-05-29 20:12:55,CP-0042,USER-00056,05f3573de50d969b284c452c6f7f1d37,10.0.0.103,23.129.64.130,0,1,6,iot_device,Unknown-Browser/1.0,0,1,1999,0,0,0,0,1.8696376588921875,cookie_hijacking,1
537,2025-09-10 10:59:10,CP-0014,USER-00185,92aaed90d9f755ab52430c03331b3e5d,10.0.0.100,10.0.0.100,0,1,10,ocpp_client,ChargingStation-Monitor/2.0,5,1,280066,1,0,1,1,2.655313177554616,session_replay,1
538,2025-12-11 05:23:16,CP-0026,USER-00067,66df59ec921986984ebe396fe9ef9ce9,172.16.0.197,172.16.0.197,0,1,240658,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,0,228,0,0,1,0,3.205182558479424,cross_device_theft,1
539,2025-10-29 11:04:49,CP-0018,USER-00186,4009de8db0109c42496289ed41c4caea,192.168.1.253,192.168.1.253,0,1,4584,ocpp_client,EVCharge-App/3.2.1 (Android),0,1,343,0,0,1,1,3.194280308258814,none,0
540,2025-09-27 23:01:37,CP-0032,USER-00184,55fdf104343633098a04df6ab6473277,10.0.0.10,10.0.0.10,0,1,3538,ocpp_client,EVCharge-App/3.2.1 (Android),1,1,1327,0,0,1,1,1.5443321103856165,none,0
541,2025-02-12 17:26:51,CP-0033,USER-00130,b4f0fbb3c21f03f0fe8c4c5e66d2185a,192.168.1.177,192.168.1.177,0,2,2761,mobile_app,OCPP-Client/1.6.0,1,1,3536,0,0,1,1,0.8896235522830007,none,0
542,2025-10-24 12:37:26,CP-0003,USER-00015,d1905f792c58b9258aa02c7c2ea12204,192.168.1.54,192.168.1.54,0,1,284874,mobile_app,ChargingStation-Monitor/2.0,3,1,220239,1,0,1,1,1.6118149457161945,session_replay,1
543,2025-12-13 09:31:01,CP-0024,USER-00111,8520d934d0dff08356f84c1aa44c8956,172.16.0.117,172.16.0.117,0,1,4539,api_client,OCPP-Client/1.6.0,1,1,1197,0,0,1,1,1.5746063056009494,none,0
544,2025-01-18 18:53:41,CP-0043,USER-00125,e7fedd4815f0cc6e77792300057e2957,192.168.1.195,192.168.1.195,0,2,4390,iot_device,EVCharge-App/3.2.1 (Android),0,1,1173,0,0,1,1,3.1036409395887525,none,0
545,2025-09-27 21:15:52,CP-0024,USER-00190,7500db86755edc3055726a9ab12c6696,192.168.1.225,192.168.1.225,0,2,1502,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),1,1,1693,0,0,1,1,2.5294510844676816,none,0
546,2025-05-15 15:35:30,CP-0042,USER-00037,516b042047c0cb632bec1811727059be,192.168.1.105,192.168.1.105,0,2,898,mobile_app,EVCharge-App/3.2.1 (Android),1,1,817,0,0,1,1,3.43328862307951,none,0
547,2025-03-13 19:09:14,CP-0028,USER-00157,4c61af2372b4852f15e3bebfcf5bb3db,192.168.1.33,192.168.1.33,0,18,526695,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,1435,0,0,1,1,39.85814609829886,concurrent_sessions,1
548,2025-01-16 14:01:10,CP-0045,USER-00095,b63261acb5dcb14870f4f1ecbf620e64,192.168.1.206,192.168.1.206,0,1,2413,api_client,OCPP-Client/1.6.0,1,1,2935,0,0,1,1,4.213635866603936,none,0
549,2025-01-17 09:33:18,CP-0032,USER-00055,baa19fcf39f605d111e3290bf9641dab,10.0.0.174,10.0.0.174,0,1,6740,ocpp_client,OCPP-Client/1.6.0,0,1,3475,0,0,1,1,2.9469558343412188,none,0
550,2025-04-29 12:58:26,CP-0017,USER-00128,a001f7afe9a05f1853e02b023f1c5c92,10.0.0.20,10.0.0.20,0,1,6523,api_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,2213,0,0,1,1,0.5004556849724013,none,0
551,2025-03-23 04:46:44,CP-0024,USER-00092,9412ba7cdd6dd408bd659a589f235468,10.0.0.47,10.0.0.47,0,2,2634,api_client,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,165,0,0,1,1,0.6654474465338842,none,0
552,2025-02-11 10:24:18,CP-0027,USER-00158,2997e4cd2f00138f1e6d614f94405921,192.168.1.249,192.168.1.249,0,1,542590,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0,1,13393,0,1,1,1,3.7244947294041855,session_fixation,1
553,2025-05-30 07:14:06,CP-0017,USER-00090,d9893e3e9d4a28c679d46435c8fa46d1,10.0.0.61,10.0.0.61,0,31,271073,ocpp_client,EVCharge-App/3.2.1 (iOS),0,1,2063,0,0,1,1,39.07067812427243,concurrent_sessions,1
554,2025-06-29 18:24:38,CP-0006,USER-00084,b2c64c5f78f35f20ec9a39f2c47778a0,192.168.1.176,192.168.1.176,0,1,991,ocpp_client,EVCharge-App/3.2.1 (iOS),0,1,1682,0,0,1,1,2.3597225518416733,none,0
555,2025-01-01 01:23:31,CP-0013,USER-00005,afd69dbf5076bd7a5d0790527fd46550,10.0.0.33,10.0.0.33,0,21,3,iot_device,OCPP-Client/1.6.0,0,1,3494,0,0,1,1,84.45185495209404,concurrent_sessions,1
556,2025-02-04 07:00:07,CP-0020,USER-00198,a551f28c0f23a84018afce2385e64aaf,10.0.0.79,10.0.0.79,0,2,2874,iot_device,EVCharge-App/3.2.1 (Android),0,1,3155,0,0,1,1,3.2964345004563174,none,0
557,2025-01-08 14:02:03,CP-0041,USER-00061,9786b83085f90392e1b73a5c593d3baa,172.16.0.58,172.16.0.58,0,2,1618,ocpp_client,ChargingStation-Monitor/2.0,1,1,890,0,0,1,1,0.9490925538806714,none,0
558,2025-01-27 15:33:52,CP-0040,USER-00028,6cb60b59fbf7b8930d995e336c10c20f,172.16.0.162,91.121.84.96,0,1,9,mobile_app,Unknown-Browser/1.0,0,1,454,0,0,0,0,3.330346755458976,cookie_hijacking,1
559,2025-02-02 20:27:47,CP-0032,USER-00197,b1abed4f6d59cb86e3d3ecfe7733480d,10.0.0.10,10.0.0.10,0,1,6042,iot_device,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,440,0,0,1,1,2.515512771192073,none,0
560,2025-07-01 17:56:11,CP-0027,USER-00145,70236acc6b7e51075b08ae38fdfdf87c,172.16.0.142,172.16.0.142,0,2,2203,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,518,0,0,1,1,2.973784894369193,none,0
561,2025-10-15 18:27:05,CP-0035,USER-00174,9fbe459ad2fd7db7eef6dcf4057057ac,192.168.1.145,192.168.1.145,0,2,2076,api_client,EVCharge-App/3.2.1 (Android),0,1,3029,0,0,1,1,4.580317728720478,none,0
562,2025-03-19 16:03:59,CP-0013,USER-00085,a8e2487d924bbb12ab3e9d62bf88e2f5,192.168.1.49,192.168.1.49,0,2,5480,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,563,0,0,1,1,2.1905967711264216,none,0
563,2025-04-09 12:30:15,CP-0028,USER-00027,930be1531457617df250b85c726079b0,10.0.0.59,185.220.100.162,5,1,372100,ocpp_client,OCPP-Client/1.6.0,0,0,3559,0,0,1,0,4.768110803177514,stolen_token,1
564,2025-02-18 07:30:16,CP-0020,USER-00022,e75662b575e691524e075f9ec7fed43e,172.16.0.90,185.220.100.151,3,1,9,ocpp_client,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,0,1076,0,0,1,1,3.001097510387885,ip_mismatch,1
565,2025-07-01 10:01:43,CP-0025,USER-00005,445d946e8b1b3d6807ad360a0b6345d4,192.168.1.223,192.168.1.223,0,1,6338,mobile_app,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,3382,0,0,1,1,4.8006855786066716,none,0
566,2025-07-04 02:37:02,CP-0022,USER-00113,b6bb5a463216dab6dca381b1c93518f3,10.0.0.42,10.0.0.42,0,1,4550,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),0,1,296,0,0,1,1,2.5685434550082964,none,0
567,2025-05-30 14:22:00,CP-0009,USER-00117,6266af103fa91238131837396c606331,172.16.0.1,172.16.0.1,0,1,5942,ocpp_client,OCPP-Client/1.6.0,1,1,2131,0,0,1,1,3.0123608250987695,none,0
568,2025-10-17 19:00:56,CP-0031,USER-00124,55613870c85fbe969e78baad14d92498,10.0.0.188,10.0.0.188,0,2,5789,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,1553,0,0,1,1,2.3795499334963592,none,0
569,2025-11-02 05:45:47,CP-0029,USER-00103,f41d19191746e673ccf62269df2823d1,172.16.0.111,172.16.0.111,0,2,5502,ocpp_client,ChargingStation-Monitor/2.0,0,1,1792,0,0,1,1,3.5482009395995044,none,0
570,2025-01-07 14:07:00,CP-0014,USER-00139,989d0d766a72270e8fea4250aaa3bef2,192.168.1.128,192.168.1.128,0,2,5133,web_browser,EVCharge-App/3.2.1 (iOS),1,1,123,0,0,1,1,1.4753494605767483,none,0
571,2025-11-14 20:18:13,CP-0010,USER-00064,781fd76a69b8278e1f71c1fbb4d43c87,10.0.0.104,10.0.0.104,0,2,5716,mobile_app,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,2739,0,0,1,1,1.0494591209724582,none,0
572,2025-12-21 19:33:46,CP-0024,USER-00178,736fefe9a62a678c0991e72a6d4d1b94,172.16.0.208,172.16.0.208,0,1,5248,api_client,EVCharge-App/3.2.1 (iOS),0,1,2885,0,0,1,1,1.0199860040086923,none,0
573,2025-11-30 16:06:16,CP-0020,USER-00152,2cb95b9231f3ca14985afab68c510ae0,172.16.0.214,172.16.0.214,0,1,1991,ocpp_client,EVCharge-App/3.2.1 (iOS),1,1,2424,0,0,1,1,3.0161061561746974,none,0
574,2025-03-27 12:05:01,CP-0041,USER-00102,cfdf9dc2ba74df17f31f360848fdd511,172.16.0.62,172.16.0.62,0,2,2838,mobile_app,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,3437,0,0,1,1,2.68261106505688,none,0
575,2025-12-30 02:06:28,CP-0049,USER-00013,6b2496192fd101f88e61e7136cbe968f,10.0.0.108,10.0.0.108,0,1,1911,mobile_app,ChargingStation-Monitor/2.0,1,1,765,0,0,1,1,2.526153525142155,none,0
576,2025-05-10 18:24:39,CP-0015,USER-00049,facd3df553f7810e688862ec2c9d1c48,10.0.0.74,10.0.0.74,0,2,2861,mobile_app,EVCharge-App/3.2.1 (Android),1,1,1890,0,0,1,1,1.5216477972029168,none,0
577,2025-06-05 10:55:33,CP-0010,USER-00048,042a14da9337c25c3535fb7d1302c6c1,192.168.1.91,192.168.1.91,0,1,601,api_client,OCPP-Client/1.6.0,0,1,2258,0,0,1,1,0.7285926965008238,none,0
578,2025-03-29 01:57:35,CP-0024,USER-00002,54f3ebd4e5539233b67d79e10f6d7658,10.0.0.44,10.0.0.44,0,1,6766,ocpp_client,ChargingStation-Monitor/2.0,0,1,2912,0,0,1,1,2.993347519666061,none,0
579,2025-03-17 16:12:36,CP-0027,USER-00020,c244d3aeb287a30614235cf39fd6d6d7,10.0.0.191,10.0.0.191,0,1,2082,iot_device,OCPP-Client/1.6.0,1,1,589,0,0,1,1,1.5722905475743587,none,0
580,2025-04-29 06:01:50,CP-0015,USER-00142,b35595ed27f4345e8e788ad1f26090e2,192.168.1.7,192.168.1.7,0,1,1947,iot_device,EVCharge-App/3.2.1 (iOS),0,1,2601,0,0,1,1,2.3180916718731233,none,0
581,2025-12-06 15:04:29,CP-0002,USER-00171,a36c7fc8e3adeca77a3d2dbdf6de6b83,10.0.0.132,10.0.0.132,0,2,7006,mobile_app,EVCharge-App/3.2.1 (iOS),0,1,1071,0,0,1,1,4.34209167903513,none,0
582,2025-01-12 08:42:27,CP-0049,USER-00105,f347ae2c30cee75b1a49f9f83b7029b4,10.0.0.124,10.0.0.124,0,2,2021,ocpp_client,EVCharge-App/3.2.1 (Android),0,1,3356,0,0,1,1,0.6385024977066331,none,0
583,2025-07-27 07:03:52,CP-0003,USER-00114,d95902699f877ef786c7bd6c8952aaf4,172.16.0.42,172.16.0.42,0,2,1709,web_browser,EVCharge-App/3.2.1 (Android),1,1,286,0,0,1,1,3.5267403542742355,none,0
584,2025-03-31 06:50:41,CP-0041,USER-00071,63459bba3c50250bc49af7fcd0bd7d4b,10.0.0.181,10.0.0.181,0,1,2668,web_browser,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X),1,1,1944,0,0,1,1,4.4823043944070085,none,0
585,2025-09-08 00:48:13,CP-0018,USER-00181,a5c1cce34ce6654062b19458fccc1bae,192.168.1.106,45.95.168.4,0,1,563623,web_browser,Unknown-Browser/1.0,0,1,1711,0,0,0,0,4.99030814088899,cookie_hijacking,1
586,2025-05-25 16:08:57,CP-0024,USER-00173,08f6bba8d2fb8ab70de09bfe351ab071,172.16.0.103,172.16.0.103,0,2,6980,ocpp_client,Mozilla/5.0 (Android 12; Mobile; rv:100.0),0,1,1269,0,0,1,1,0.587297189879012,none,0
587,2025-02-10 07:37:13,CP-0012,USER-00117,457bd87b4bd6e858871a5bcd67b72da2,10.0.0.198,10.0.0.198,0,1,5154,web_browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,303,0,0,1,1,2.8473876162053395,none,0
588,2025-01-03 11:51:01,CP-0006,USER-00028,b2ad5fd3cc1b102c17a30e6c29fc8105,10.0.0.164,10.0.0.164,0,2,2262,iot_device,ChargingStation-Monitor/2.0,0,1,2655,0,0,1,1,3.5870642509439907,none,0
589,2025-03-03 02:27:51,CP-0042,USER-00100,c80a477bcc964a270830ff361518f026,10.0.0.227,185.220.100.240,0,1,1,iot_device,Unknown-Browser/1.0,0,1,3468,0,0,0,0,2.4617117881852373,cookie_hijacking,1
590,2025-10-13 14:51:48,CP-0044,USER-00081,a5251b86c2ae062ff4a10ba31e3d1fe5,192.168.1.2,192.168.1.2,0,9,1,ocpp_client,EVCharge-App/3.2.1 (Android),0,1,1376,0,0,1,1,53.52238695618145,concurrent_sessions,1
591,2025-01-12 05:01:03,CP-0004,USER-00055,fd16b85bbffd4c1841e1a5d0bcec0265,192.168.1.169,192.168.1.169,0,2,6101,iot_device,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,1,509,0,0,1,1,1.359824358864065,none,0
592,2025-07-10 22:16:25,CP-0020,USER-00103,cf7a9cc4487f6af5032232ed50376865,172.16.0.167,172.16.0.167,0,1,5248,mobile_app,OCPP-Client/1.6.0,1,1,413,0,0,1,1,2.565503668793869,none,0
593,2025-09-07 21:53:42,CP-0037,USER-00033,3e8eacd99ae74640d94dc4d439e50ff1,192.168.1.97,192.168.1.97,0,1,4754,api_client,OCPP-Client/1.6.0,0,1,435,0,0,1,1,3.1944387281705637,none,0
